Designation,Gender,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
Software Developer,m,2,67.63,0,535,535,455,0.600057182,0.267413263,0.008249803,-0.619092889,-1.618699954,-1.329906764
Software Developer,m,2,67.63,0,455,435,475,0.700826162,0.138632047,0.64120878,0.640515719,-1.829377618,-0.277307684
Software Developer,m,2,67.66,0,710,510,535,0.486747008,-0.993992698,-0.835223487,0.737426385,-2.405824297,-0.061494901
Software Developer,m,2,67.67,0,395,565,645,0.824666401,0.763321933,0.021312352,-0.549287092,-2.385032307,-0.243000252
Software Developer,m,2,67.7,0,525,530,595,0.486747008,-1.103284812,0.736311865,0.9656363,-2.979842001,1.435824456
Software Developer,m,2,67.7,0,510,480,705,0.916869961,-0.822312356,-0.116878466,0.63591745,-2.322876733,-0.370734302
Software Developer,m,1,67.72,0,490,615,725,0.744758354,-0.130570763,-0.868248492,0.519208922,-1.812282147,-0.434571127
Software Developer,m,2,67.75,0,465,525,405,0.525922584,-0.065408513,0.113790651,0.87711374,-2.378171776,-0.304031726
Software Developer,m,2,67.77,0,475,545,590,0.45901584,-0.497507771,0.961528608,-0.129148171,1.501811877,-0.019210554
Software Developer,m,2,67.8,0,355,265,465,0.563267824,0.551465486,0.277088747,0.569426105,2.677820384,-0.647620151
Software Developer,m,2,67.8,0,440,470,485,0.930370607,-1.108646015,0.782387582,0.005039556,-1.909786926,-0.596210937
Software Developer,m,2,67.8,1,590,525,635,0.493596387,0.413094035,0.335655702,0.659218628,-1.780998469,1.337155645
Software Developer,m,2,67.8,0,440,425,415,0.356536488,-0.553197538,0.538306652,0.034179689,-2.137350765,-0.813960692
Software Developer,f,2,67.81,0,535,470,450,0.338786347,-0.863743564,0.558705368,-0.132214088,-2.838370242,0.260007583
Software Developer,m,2,67.84,0,650,470,680,0.998876108,-0.522597583,0.221917421,0.500840946,-2.065850396,-0.741913196
Software Developer,m,1,67.95,1,565,544,505,0.793580615,-0.723021597,0.69160004,0.073693635,-2.26994017,-0.090792883
Software Developer,m,2,67.96,1,395,435,405,0.824666401,-0.665830879,0.979944765,0.834216317,-2.81813002,-1.098537927
Software Developer,m,2,68,1,445,575,585,0.952245573,-0.683268698,0.450137814,0.345097213,-2.150029548,-0.547525124
Software Developer,f,2,68,0,365,515,645,0.979521744,-1.378821702,0.030187291,0.637105757,-1.671522996,-0.020673758
Software Developer,m,2,68,0,305,395,445,0.824666401,-0.948495385,0.535201495,0.413305245,-2.975761391,-0.045308043
Software Developer,m,2,68,0,575,525,695,0.952245573,-0.092490104,0.933639254,0.492089306,-1.757855222,-1.481899038
Software Developer,m,2,68,0,485,375,435,0.486747008,-1.352014656,0.575508267,0.436714646,1.641812462,-0.993897008
Software Developer,m,2,68,0,565,565,365,0.635978756,-0.788230195,0.328083532,0.825547246,-2.077001084,-1.019015657
Software Developer,m,2,68,1,440,410,370,0.622642916,-1.446499247,0.702766627,0.006705858,-1.694203291,-0.688212459
Software Developer,f,2,68,0,440,510,445,0.735795709,-1.167702526,0.181102885,0.427913087,1.841409638,-0.8532985
Software Developer,m,1,68,1,485,510,590,0.622642916,-0.109061072,0.678169701,0.860589264,-1.916116024,-1.261502417
Software Developer,m,1,68,1,335,470,415,0.600057182,-0.702380077,0.878795474,0.702223513,-1.903205858,0.832650769
Software Developer,m,2,68,0,380,340,500,0.276047228,-1.490730266,0.285548882,0.171752711,1.936651771,-0.026170761
Software Developer,m,2,68,0,720,620,590,0.985461394,-1.142255176,0.307984144,0.833951639,-2.385946284,-1.432904503
Software Developer,m,2,68,1,450,535,605,0.842248322,-1.18464699,0.726038716,0.242551297,-2.730602881,-0.10568631
Software Developer,m,2,68,0,415,655,460,0.486747008,-0.010690342,0.840636224,-0.030920839,-1.625018825,-0.032974763
Software Developer,m,2,68,0,500,630,680,0.842248322,-0.480727719,0.342138806,-0.039956215,-1.68011712,-1.064645133
Software Developer,f,2,68,1,430,395,380,0.165633092,-0.85720999,0.64608175,0.792259203,-2.774519212,-1.165325205
Software Developer,f,2,68,0,475,470,320,0.23780284,-1.495492537,0.343296032,0.890181767,-1.620158669,-1.185262321
Software Developer,f,2,68,1,535,580,260,0.486747008,1.231603775,0.12398048,0.360674359,-2.612936278,-0.259133702
Software Developer,f,1,68,1,615,605,595,0.525922584,-0.587615922,0.949916825,0.991535309,-2.756927864,-0.929747357
Software Developer,f,2,68,0,525,505,465,0.486747008,-0.103147795,0.580768275,-0.539746052,1.982556712,0.470410452
Software Developer,m,2,68,0,525,470,595,0.991397584,-0.053642517,0.262916805,0.704001709,-2.597490903,0.472727366
Software Developer,m,2,68,0,510,495,345,0.842248322,-0.156553908,0.731370897,0.779968765,-1.829913398,-0.685920783
Software Developer,m,2,68.01,1,555,525,425,0.765673581,-0.869854534,0.743724007,0.298624945,-1.92170845,-0.868825828
Software Developer,m,2,68.04,0,650,485,720,0.111660963,-1.28758786,0.70836473,-0.173264635,-2.790459444,-1.164926063
Software Developer,m,2,68.1,0,454,535,464,0.765673581,0.914126135,-0.617196256,0.641545702,-1.583646626,-0.993102408
Software Developer,m,2,68.11,0,475,540,450,0.622642916,-1.369746151,0.976464416,0.469969715,-2.796881951,-0.767611672
Software Developer,m,2,68.15,1,515,465,495,0.952245573,-1.271346439,0.982520331,-0.005055016,-1.882144595,-1.424457992
Software Developer,m,2,68.18,1,505,440,565,0.783303537,-0.935262966,0.433438575,-0.928408633,-1.804876154,-0.546307509
Software Developer,m,2,68.23,0,565,515,415,0.968237496,-1.09970641,0.735256448,0.765606292,-2.492200463,-1.335608652
Software Developer,m,2,68.24,0,465,565,635,0.930370607,-0.855376529,0.82795981,0.514434102,-2.313589007,-0.389946406
Software Developer,f,2,68.24,0,455,425,554,0.735795709,-0.510844527,0.916241059,-0.174061014,1.81577409,-0.183255468
Software Developer,m,2,68.26,0,630,545,655,0.978799293,1.005379662,0.697043979,0.787692261,-1.699780947,-0.755523395
Software Developer,m,2,68.28,0,465,325,525,0.824666401,-0.870484022,0.284428342,-0.598813179,-1.612770226,-1.451010272
Software Developer,m,2,68.3,0,500,580,380,0.486747008,-0.447931683,0.060307032,0.027920395,-2.457841978,-0.156749912
Software Developer,m,2,68.4,1,395,425,575,0.229481755,1.218317593,0.688475411,0.364235917,-2.044310446,-0.042837646
Software Developer,f,2,68.4,0,505,405,515,0.376059587,-0.990443004,-0.38968219,0.168593752,-2.303350602,-1.082604015
Software Developer,m,2,68.5,0,385,545,605,0.864685413,0.945381876,0.886545786,0.565096655,2.533955172,-0.067436133
Software Developer,m,2,68.5,0,615,385,645,0.165633092,-1.395358844,0.347267187,0.074732291,-2.806197129,-0.277716793
Software Developer,m,2,68.5,1,555,605,735,0.765673581,-0.930345609,0.308122871,0.320655213,-2.013768674,-0.561155559
Software Developer,m,2,68.52,1,475,485,554,0.942116551,0.974761676,0.903626076,0.062309351,-2.352446879,-1.45150748
Software Developer,m,2,68.53,0,475,470,560,0.450876584,-0.691583834,0.480511168,0.351170826,-1.924439919,-0.910609638
Software Developer,m,2,68.56,0,485,485,285,0.563267824,-0.068092517,0.631680075,0.589202631,1.92499195,-0.466811888
Software Developer,m,2,68.56,0,405,485,680,0.376059587,-0.972001914,-0.789960283,0.817816096,-1.576772808,-1.49371906
Software Developer,m,2,68.6,0,605,595,720,0.942116551,-0.710323036,0.123123011,0.521412427,-2.674428951,0.452967356
Software Developer,m,2,68.62,0,560,555,535,0.622642916,-0.327053333,0.039673287,0.626547747,-2.233293914,-0.671001369
Software Developer,m,2,68.65,0,430,435,405,0.3423149,0.523066335,0.640665715,0.080087176,-2.596035605,-0.352901482
Software Developer,m,2,68.7,1,650,655,570,0.978799293,-1.237847854,-0.788184336,0.329959923,-2.92233736,0.020563025
Software Developer,f,2,68.72,0,755,645,705,0.952245573,-0.115961134,0.480249707,0.380120662,-2.592526595,-0.975311157
Software Developer,m,2,68.75,0,290,485,310,0.744758354,1.370623242,0.938417426,-0.790741704,2.760935225,-0.671825847
Software Developer,m,2,68.8,1,335,405,705,0.229481755,-1.182926936,0.719747292,0.890457229,-2.950374672,-1.236842074
Software Developer,m,2,68.88,0,565,565,605,0.563267824,1.438052758,0.694806966,0.118842222,-1.513701254,-0.732622469
Software Developer,m,2,68.9,0,315,425,325,0.074546265,-0.951002235,0.356742562,0.311836444,-1.515258095,-0.029477088
Software Developer,m,2,68.9,0,615,570,695,0.942116551,-0.671856851,0.651749726,0.576441694,-1.582810309,-0.320078579
Software Developer,m,2,68.9,0,420,530,415,0.486747008,-0.863337996,0.484724788,0.245811098,-2.521839579,-0.370601647
Software Developer,m,2,68.95,0,485,375,585,0.81941653,-0.880179458,0.487538141,0.352341713,1.728859579,-0.316868496
Software Developer,m,2,68.96,0,640,555,620,0.622642916,-0.090546888,0.166181648,0.882591958,1.593086599,-0.30233103
Software Developer,m,2,68.96,0,570,530,525,0.622642916,-0.730626674,0.024605009,0.896666783,-2.022564502,-0.234605304
Software Developer,m,2,69,1,735,505,475,0.735795709,-0.831981385,0.155333823,0.268524699,-2.27145511,-0.927959781
Software Developer,m,2,69,0,365,535,325,0.81941653,0.094056316,0.935933027,0.265689091,-2.476450574,-0.837744132
Software Developer,m,1,69,1,660,585,665,0.635978756,-0.377916307,-0.575487273,-0.015734085,-1.852599808,-1.162789954
Software Developer,m,2,69,1,345,485,590,0.563267824,-0.686157437,0.99901136,0.098021128,-2.856343165,0.994905427
Software Developer,m,2,69,0,450,435,470,0.080055281,-0.424873788,0.92713711,-0.006444361,-2.436759862,-0.20462368
Software Developer,m,2,69,0,380,595,515,0.3423149,-1.114100489,0.028609207,-0.991284195,-2.947772192,-1.459804471
Software Developer,m,2,69,1,415,425,280,0.635978756,-1.204943504,0.672030108,-0.13138168,1.651587127,1.232213704
Software Developer,m,2,69,0,555,460,415,0.041733196,-0.832786028,-0.75481343,0.540217089,-2.133748914,1.143125126
Software Developer,m,2,69,0,570,395,475,0.356536488,-1.297691553,0.300887912,0.909672629,-1.961476782,-1.384897894
Software Developer,m,2,69,0,455,370,485,0.622642916,0.256476003,0.693454437,-0.339794061,-1.709900485,-0.541631896
Software Developer,m,2,69.01,1,360,590,535,0.81941653,-0.358621535,0.214245797,0.913633668,-1.560297303,-1.082706947
Software Developer,m,2,69.02,1,430,460,415,0.622642916,-0.794843268,0.752536002,0.631303929,-2.772988287,-0.393141436
Software Developer,f,2,69.03,1,445,395,415,0.864685413,-0.667619998,0.063259571,0.171499563,-1.630323136,-0.562326379
Software Developer,m,2,69.03,1,415,445,554,0.450876584,-0.781698899,0.660403639,0.014617319,-2.974605619,-0.974535713
Software Developer,m,2,69.04,0,530,475,560,0.525922584,-0.297817719,-0.818688822,0.035251379,-1.827289565,-0.032614464
Software Developer,f,2,69.1,1,585,595,605,0.704090412,-0.446112967,0.591708756,0.999072259,-1.88914889,-1.411668436
Software Developer,m,2,69.1,0,735,465,605,0.81941653,-0.422830244,0.043019434,0.558054187,2.099719214,-0.724887181
Software Developer,f,2,69.1,0,535,615,585,0.765673581,-0.797005971,0.741566799,0.383183709,-2.076547486,-0.442267742
Software Developer,m,1,69.1,0,595,520,605,0.649389715,-0.296104874,-0.547847327,0.352907347,2.030350114,-1.326343599
Software Developer,m,2,69.12,0,395,345,505,0.563267824,-0.818423987,0.987199797,0.855808986,-1.57770371,-0.90683497
Software Developer,m,2,69.2,1,415,635,455,0.793580615,-0.464331236,0.835948062,-0.876612008,-2.853617327,-1.207874739
Software Developer,m,2,69.2,0,595,460,595,0.783303537,-1.15962463,0.816521269,0.79402864,-2.604138797,-0.467756389
Software Developer,f,2,69.25,1,435,465,525,0.670743151,-0.599332016,0.991935417,0.771436847,-2.704875086,-1.479164629
Software Developer,m,2,69.3,0,475,335,375,0.023312168,-0.168680288,0.475420643,0.918176104,-2.342919053,-0.912426824
Software Developer,m,2,69.3,0,450,450,560,0.765673581,0.821002435,0.724680397,0.858663883,2.37996583,-0.42425324
Software Developer,m,2,69.3,0,405,480,665,0.649389715,-1.373601461,0.484761784,0.38227023,2.10889219,-0.491307869
Software Developer,f,2,69.32,0,485,475,495,0.735795709,-0.129587192,0.37067188,-0.859382661,-2.995550491,0.335370083
Software Developer,m,2,69.36,0,405,450,470,0.377551419,-0.558106687,0.061963059,0.936959617,2.537073214,-1.369511071
Software Developer,f,2,69.4,0,525,460,405,0.23780284,-0.926311573,0.438926842,0.305221185,-2.455510817,-0.802211251
Software Developer,m,2,69.42,0,560,580,595,0.735795709,-0.672460717,0.892710784,0.566311535,-2.61852122,-0.003159813
Software Developer,m,2,69.43,0,370,385,385,0.765673581,-1.061782708,0.335836469,0.384922259,-1.930775485,-1.435215225
Software Developer,m,2,69.47,0,385,385,404,0.824666401,-0.89487239,0.878690779,0.776734213,-2.456138463,-1.168568306
Software Developer,m,2,69.48,0,585,605,735,0.376059587,-1.225612505,0.503078317,-0.246609438,-1.910509895,-0.832970472
Software Developer,m,2,69.5,0,370,390,355,0.24545566,0.663868952,0.072428589,0.571627767,-2.299761825,0.64683149
Software Developer,m,2,69.5,0,590,495,530,0.600057182,-1.07218986,0.52728545,0.058547828,-2.30110959,-0.315286188
Software Developer,m,2,69.5,0,485,510,560,0.338786347,-0.539257137,0.165419133,0.777891497,-2.674855166,-0.73920626
Software Developer,m,2,69.5,1,580,580,560,0.23780284,-0.693189201,0.561538807,-0.356478701,-2.030245982,-0.779254422
Software Developer,m,2,69.53,1,590,450,485,0.960603252,-1.152639712,0.178794025,0.196092432,-2.320944757,-1.410901531
Software Developer,m,2,69.53,1,525,425,570,0.622642916,-0.056041616,0.563638229,0.752675509,-2.175626545,-0.625962955
Software Developer,f,1,69.54,0,525,705,524,0.376059587,-1.176722244,-0.210338616,0.881803278,2.314513794,-1.101348469
Software Developer,f,2,69.55,0,725,505,415,0.704090412,-0.105914196,0.230214842,0.093610809,-2.475752008,-0.522018172
Software Developer,m,2,69.58,0,325,470,570,0.843123727,-1.237228881,-0.32827537,0.908998311,-1.892639918,-0.341790787
Software Developer,m,2,69.62,0,395,570,635,0.842248322,-0.235000548,0.947081832,0.751176262,-1.754902053,-0.008020185
Software Developer,m,2,69.68,0,505,445,435,0.864685413,1.430815641,0.109669668,-0.345536717,-2.389332933,-0.176413922
Software Developer,m,2,69.68,0,425,515,565,0.622642916,0.443992053,0.046911338,-0.150389718,-2.25174558,-0.921570103
Software Developer,f,2,69.7,0,615,630,750,0.622642916,-0.313897428,0.40131303,0.448253965,-2.026815944,-1.159875788
Software Developer,m,2,69.71,0,505,495,395,0.765673581,-1.152609762,0.459665002,0.755784464,-2.352653387,-0.60940979
Software Developer,f,2,69.76,0,535,595,515,0.968237496,-0.310399503,0.654789491,0.597159972,-2.719013423,-1.087010682
Software Developer,f,2,69.78,1,370,500,455,0.704090412,-0.004357392,0.788076989,0.197102936,-2.903816812,-1.151701817
Software Developer,m,2,69.8,0,445,385,405,0.704090412,-1.25678987,0.251499464,0.425189717,-2.577459532,-0.482082464
Software Developer,f,2,69.8,0,420,545,500,0.622642916,1.186436789,0.596264801,0.667372217,-2.584057955,0.864925517
Software Developer,m,2,69.88,0,535,404,535,0.670743151,-1.444947012,0.381293725,-0.422787967,-2.369273776,-1.49251779
Software Developer,m,2,69.9,0,485,475,620,0.735795709,-0.91002628,0.033234441,0.881764407,-2.013716364,-1.383189733
Software Developer,m,2,69.9,0,520,475,265,0.488347977,-0.979057525,0.041796543,0.749321326,-1.929054775,-0.22913079
Software Developer,f,2,69.92,0,545,535,655,0.930370607,1.38074887,0.415355253,0.514477077,-1.739269875,-0.218743377
Software Developer,f,2,69.98,0,495,615,494,0.910770164,-1.078217593,-0.021371648,-0.579828824,-2.61479997,-1.045736311
Software Developer,m,2,70,0,335,355,295,0.793580615,-1.042626475,0.894242055,-0.997931583,-2.591130994,-0.252935647
Software Developer,m,2,70,0,585,595,575,0.81941653,-1.251562281,0.779927612,0.484155791,2.508875096,-1.051838246
Software Developer,m,2,70,1,345,475,225,0.525922584,-0.935612613,0.372430662,0.148754709,-2.965444164,-0.406089399
Software Developer,m,2,70,1,455,515,405,0.884122512,-0.297856928,0.96302718,-0.770836863,-1.819685483,-1.112261775
Software Developer,f,2,70,0,575,485,535,0.635978756,-0.887829209,-0.216816575,0.043434303,-2.622395716,-1.339672521
Software Developer,m,2,70,0,565,535,545,0.765673581,-1.12706071,0.215868309,0.238757709,-1.747114088,-0.891182028
Software Developer,f,2,70,1,645,605,595,0.670743151,-0.616449707,0.986161006,0.959156906,-2.47002249,-0.323408821
Software Developer,m,2,70,0,475,605,505,0.229481755,-0.838189321,0.491150892,0.171152853,-2.534574566,-0.892127693
Software Developer,m,2,70,0,425,525,515,0.735795709,-0.158287521,0.014711091,0.436894151,-1.717587104,-0.564041961
Software Developer,m,2,70,0,285,585,635,0.600057182,-0.116824553,0.822138252,-0.94682994,-2.532502719,-0.481361309
Software Developer,f,2,70,0,535,455,525,0.843123727,-0.420009364,0.783899448,-0.869307771,-1.639199516,-0.90685527
Software Developer,f,2,70,0,465,335,355,0.450876584,-0.647213036,-0.734000702,0.838492363,-2.497795128,-0.079068368
Software Developer,m,2,70,0,395,385,525,0.968237496,-0.168189476,-0.157114151,0.962071906,-2.72119621,1.076856622
Software Developer,m,2,70,0,475,475,465,0.488347977,-1.332227946,0.559938282,-0.097133699,-1.737027694,-0.961625748
Software Developer,f,2,70,0,404,464,425,0.704090412,-0.678189875,-0.431127103,0.168297789,-2.773947944,-0.92760526
Software Developer,m,2,70,1,675,625,595,0.704090412,0.312344569,0.635880714,0.952812427,-2.958663944,-0.946595623
Software Developer,m,2,70,0,485,525,310,0.843123727,-1.088599433,-0.760192879,0.256898302,2.790533756,-0.569790375
Software Developer,m,1,70,1,545,560,665,0.884122512,-1.197263743,0.813918434,0.901772318,-2.081226029,-0.878823306
Software Developer,m,2,70,1,570,560,485,0.843123727,-0.337102033,-0.396553424,0.909812434,-1.547524608,-0.587831458
Software Developer,m,2,70,1,570,570,665,0.930370607,-0.076404895,0.898815333,0.529748248,-2.299545845,-0.732369434
Software Developer,f,2,70,1,535,410,370,0.338786347,-1.361451339,0.76183388,0.466646173,-1.709200072,-1.452605531
Software Developer,m,2,70,0,430,520,590,0.080055281,-1.273045801,0.904429595,0.287132278,-2.454637516,-1.333656714
Software Developer,m,2,70,0,570,630,635,0.864685413,-0.805837063,0.906337381,-0.115296544,-2.844193174,-1.368715104
Software Developer,f,2,70,1,430,410,310,0.165633092,-0.491547288,-0.784820908,0.664919001,-1.678008515,-1.42449074
Software Developer,m,2,70,0,415,640,470,0.758379883,0.697754868,0.218855349,0.341444143,-2.261608594,-1.287708886
Software Developer,m,2,70,0,405,390,325,0.450876584,-0.081368295,-0.617194487,0.971094541,-2.791965693,-0.721837292
Software Developer,f,2,70,0,475,535,530,0.843123727,-0.950078444,-0.966318472,0.523035014,-1.662749289,-0.392927088
Software Developer,m,2,70,1,345,340,445,0.735795709,0.105760627,-0.921623341,0.328447087,-2.333683289,-1.169931959
